Word	AoA	Fam	Freq	Dur
1002	4.67	5.09	12	267
1003	4.03	5.07	1	289
1004	4.8	5.54	12	297
1005	2.69	5.14	34	234
1006	5.97	4.09	3	182
1007	4.06	3.83	6	310
1008	2.92	6.41	65	256
1009	4.28	3.35	8	262
1010	2.22	6.36	411	204
1011	4.19	3.75	4	224
1012	3.03	4.77	3	265
1013	4.75	2.65	1	247
1014	2.03	5.52	12	270
1015	3.36	5.22	13	224
1016	3.75	6.02	136	247
1017	2.06	5.84	60	256
1018	2.92	5.94	127	270
1019	3.69	6.34	59	267
1020	4.14	5.18	1	235
1021	4.75	5.3	59	254
1022	4.11	4.12	4	250
1023	2.39	5.99	472	250
1024	2.56	5.37	17	240
1025	6.11	3.99	2	268
1026	3.11	5.15	15	264
1027	4.08	4.02	6	230
1028	3.39	5.86	65	244
1029	6.39	3.79	2	265
1030	5.39	5	27	250
1031	4.86	4.69	16	245
1032	4.89	5.29	24	275
1033	3.17	5.26	34	229
1034	6.33	2.76	1	277
1035	3.03	5.48	93	234
1036	4.58	4.44	5	225
1037	5.58	3.94	2	273
1038	2.86	5.5	15	228
1039	6	3.38	4	219
1040	3.36	5.42	83	234
1041	4.75	5.67	121	264
1042	5.5	4.83	46	228
1043	5.42	5	15	269
1044	2.03	5.67	23	297
1045	3.44	5.7	376	236
1046	3.56	5.1	12	249
1047	4.92	5.37	44	246
1048	5	4.88	6	266
1049	3.03	4.6	4	217
1050	6.67	3.3	3	278
1051	3.83	3.91	5	212
1052	4.44	4.71	2	226
1053	4.17	4.89	16	280
1054	4.61	3.78	1	216
1055	4.81	3.68	3	245
1056	5.09	3.94	13	234
1057	2.36	5.77	7	272
1058	3.81	4.41	5	243
1059	4.44	4.72	4	267
1060	2.69	4.77	2	236
1061	3.29	3.64	5	253
1062	3.64	4.97	20	237
1063	5.31	3.61	5	248
1064	2.67	6.03	66	265
1065	2.58	5.27	59	236
1066	2.94	4.62	38	272
1067	5.42	3.01	5	275
1068	3.33	5.15	22	225
1069	2.29	6.35	157	234
1070	4.56	4.14	12	268
1071	6.47	2.75	3	245
1072	3.42	5.32	8	272
1073	2.19	5.71	94	249
1074	5.08	5.11	16	245
1075	3.14	5.79	500	241
1076	5.75	4.3	4	230
1077	3.44	5.55	32	251
1078	3.56	5.25	49	253
1079	3.78	5.43	14	201
1080	3.17	5.04	10	230
1081	3.86	4.14	14	280
1082	4.03	5.33	22	280
1083	3.66	5.38	86	256
1084	3.19	5.55	113	253
1085	4.14	5.17	21	282
1086	4.39	5.27	53	254
1087	2.92	5.36	3	193
1088	4.19	4.22	7	251
1089	3	4.71	5	294
1090	3.06	5.12	4	263
1091	2.89	4.18	2	222
1092	2.25	5.98	34	274
1093	4.22	4.07	2	249
1094	1.86	6.13	25	269
1095	2.81	6.28	847	191
1096	2.69	5.54	13	223
1097	4.14	3.96	1	275
1098	4.57	5.3	122	255
1099	4.58	5.73	265	231
1100	4.58	5.16	77	237
1101	6.53	3.07	1	242
1102	5.75	4.23	7	271
1103	5.08	5.75	48	253
1104	5.75	4.82	74	267
1105	6.58	2.55	1	286
1106	3.06	4.82	4	240
1107	2.19	5.41	8	206
1108	6.92	1.83	2	288
1109	6.22	4.91	86	245
1110	3.17	5.51	18	243
1111	5.61	4.72	14	278
1112	2.53	5.45	38	233
1113	2.19	5.97	162	238
1114	2.33	5.09	8	224
1115	3.25	4.99	3	291
1116	2.17	6.02	8	235
1117	2.61	5.24	16	228
1118	4.97	3.46	20	265
1119	4.36	4.51	5	277
1120	3.14	4.93	14	290
1121	3.53	5.16	14	228
1122	2.69	6.12	571	279
1123	3.61	5.51	48	252
1124	4.14	4.57	21	267
1125	3.86	4.98	72	273
1126	1.92	5.86	200	257
1127	6.42	2.28	2	230
1128	3.94	5.83	62	257
1129	6.97	1.28	1	264
1130	4.22	5.15	37	241
1131	2.42	5.75	23	251
1132	4.06	4.41	5	279
1133	2.28	5.9	46	204
1134	3.86	5.12	88	210
1135	3.64	5.04	10	212
1136	3.36	4.85	19	232
1137	5.11	5.56	13	255
1138	5.71	2.81	1	243
1139	2.39	5.06	25	230
1140	2.39	5.41	111	254
1141	4.69	5.43	136	262
1142	3.19	4.55	43	247
1143	3.72	4.81	21	277
1144	4.11	5.07	62	238
1145	3.75	5.59	241	262
1146	4.69	5.12	21	282
1147	3.06	5.86	84	247
1148	2.17	5.77	28	249
1149	2.33	6.12	15	201
1150	3.67	3.73	2	229
1151	3.08	6.18	28	223
1152	4.89	5.85	68	239
1153	4.33	4.16	21	205
1154	2.69	5.07	28	229
1155	5.25	4.77	8	286
1156	6.33	4.29	1	253
1157	5.36	5.19	9	206
1158	5.72	3.83	5	226
1159	4.94	5.32	54	276
1160	4.56	5.14	76	257
1161	4.58	5.38	382	304
1162	4.44	5.44	185	258
1163	5	4.53	4	256
1164	4.39	4.43	7	263
1165	4.11	4.84	16	273
1166	2.97	4.97	96	232
1167	5.25	4.91	92	234
1168	5.33	4.96	109	238
1169	3.61	4.85	7	250
1170	3.67	5.96	313	256
1171	4.14	4.62	5	244
1172	4.31	5.34	82	243
1173	4.86	5.45	148	216
1174	4.94	5.2	105	287
1175	5.19	5.83	57	260
1176	5.97	3.47	1	249
1177	4.67	3.82	3	239
1178	4.56	5.46	40	252
1179	4.47	5.31	156	243
1180	5.11	5.29	29	221
1181	5.61	4.23	11	261
1182	5.67	4.77	14	267
1183	4.61	5.19	68	249
1184	4.75	5.3	23	190
1185	5.08	4.53	47	248
1186	5.83	2.52	1	252
1187	3.47	4.44	1	226
1188	6.06	5.56	10	238
1189	4	6.02	438	227
1190	3.44	4.97	11	228
1191	3.06	4.83	5	208
1192	3.42	5.15	21	268
1193	2.03	5.22	2	214
1194	4.28	5.72	149	247
1195	3.2	4.86	10	236
1196	3.97	3.86	2	269
1197	4.19	5.57	33	239
1198	3.34	5.69	34	228
1199	2.47	5.27	41	276
1200	3.14	5.88	257	244
1201	3.92	4.78	1	287
1202	2.06	5.23	11	234
1203	3.86	4.86	5	257
1204	3.17	6.44	120	234
1205	3.91	4.87	10	262
1206	2.11	6.04	70	275
1207	3.36	4.76	11	269
1208	4.03	3.79	27	278
1209	4.36	5.15	160	236
1210	5.5	3.73	2	223
1211	4.56	5.27	209	300
1212	2.61	4.48	5	252
1213	3.22	4.8	19	195
1214	5.06	5.33	124	226
1215	4.69	5.51	79	301
1216	5.61	3.76	19	226
1217	3.83	6.01	241	238
1218	4.61	4.48	18	250
1219	5.17	4.98	4	233
1220	5.61	3.83	1	262
1221	6.56	3.99	8	254
1222	5.25	4.28	3	286
1223	5.33	4.25	5	266
1224	3.22	6.09	137	276
1225	5.61	4.48	33	251
1226	5.08	5.09	42	236
1227	3.69	4.3	5	224
1228	5.5	4.36	5	205
1229	6.03	3.49	5	222
1230	3.94	5.18	16	254
1231	5.86	3.73	1	200
1232	4.08	4.71	26	224
1233	4.28	5.29	9	228
1234	4.5	4.33	7	241
1235	3.56	4.4	3	276
1236	3.75	5.85	63	221
1237	4.83	5.01	7	225
1238	4.43	5.51	66	272
1239	4.19	5.58	31	233
1240	4.92	4.8	13	281
1241	4.06	4.98	41	235
1242	5.81	3.9	7	290
1243	4.25	5.47	21	306
1244	3.75	5.43	20	204
1245	3.67	6.02	26	260
1246	3.86	5.9	174	263
1247	5.31	5.11	47	238
1248	6.39	3.95	3	232
1249	5.56	4.58	43	255
1250	5.58	4.92	27	244
1251	3.67	5.32	15	252
1252	5.39	4.4	18	239
1253	5.03	5.4	48	246
1254	5.5	4.33	64	255
1255	4.33	5.71	125	290
1256	5.14	5.32	118	248
1257	2.22	5.9	163	266
1258	4.06	6.23	244	253
1259	6.03	3.72	9	248
1260	5.92	3.99	12	265
1261	4.31	4.79	14	250
1262	4.67	4.89	7	271
1263	5.69	4.01	35	235
1264	5.47	4.96	56	227
1265	5.17	4.77	70	240
1266	3.72	5.25	15	263
1267	2.53	4.8	3	253
1268	2.86	4.8	12	243
1269	4.33	4.3	18	226
1270	3.22	4.77	63	248
1271	5.75	3.94	2	292
1272	2.08	5.89	47	254
1273	4.56	4.9	7	292
1274	3.97	5.17	54	230
1275	2.06	6.04	197	243
1276	2.78	4.71	13	231
1277	2.33	4.87	2	274
1278	2.78	5.04	18	272
1279	4.44	3.78	1	230
1280	4.66	5.17	13	251
1281	2.44	6.27	383	276
1282	2.81	5.39	15	241
1283	4.94	4.7	11	260
1284	4.47	5.15	43	261
1285	2.89	5.47	15	231
1286	2.33	5.57	13	267
1287	3.11	5.71	3	248
1288	4.14	4.23	3	183
1289	3.8	4.84	10	244
1290	5	3.88	4	268
1291	3.44	4.36	25	267
1292	3.39	5.56	47	277
1293	5.06	3.88	7	255
1294	3.42	5.54	9	238
1295	5.58	5.27	43	246
1296	2.33	6.12	46	232
1297	5.58	3.96	32	232
1298	2.17	5.19	28	237
1299	6.06	2.98	1	259
1300	5.86	3.54	11	250
1301	4.64	3.77	1	228
1302	4.66	5.44	28	254
1303	2.58	5.22	20	236
1304	3.92	4.48	22	259
1305	2.69	5.52	352	288
1306	5.19	4.53	4	289
1307	3.97	5.23	60	240
1308	2.97	5.23	3	230
1309	4.25	5.26	106	239
1310	4.75	4.92	33	268
1311	2.28	5.82	492	262
1312	3.69	3.88	11	238
1313	4.58	5.77	131	237
1314	4.71	4.17	4	255
1315	3.72	4.52	8	250
1316	2.69	5.53	9	223
1317	2.75	5.22	13	307
1318	3.28	4.82	17	278
1319	3.44	5.37	66	264
1320	3.28	5.65	105	274
1321	2.89	5.98	373	262
1322	4.56	5.28	191	227
1323	5.08	5.13	91	262
1324	5.61	4.23	1	253
1325	6.28	4.23	3	229
1326	4.28	4.51	10	250
1327	4.39	5.23	39	229
1328	3.28	6.04	40	271
1329	3.81	4.59	6	245
1330	3.36	5.83	311	244
1331	5.14	4.71	23	245
1332	4.58	5.04	17	218
1333	5.56	3.38	1	242
1334	4.61	5.25	130	215
1335	4.06	4.37	19	263
1336	3.97	5.6	315	262
1337	4.78	4.82	26	247
1338	4.5	6.17	84	234
1339	3.11	5.36	36	219
1340	4.33	3.7	2	211
1341	3.67	5.34	21	250
1342	3.03	5.75	85	291
1343	3.31	4.55	3	238
1344	2.31	5.24	11	235
1345	2.51	6.16	45	258
1346	2.75	4.35	3	233
1347	3.5	4.64	8	256
1348	2.49	5.53	83	233
1349	2.69	6.12	27	278
1350	3.08	5.17	4	263
1351	2.36	6.15	63	241
1352	4.14	5.54	16	197
1353	2.64	5.53	61	216
1354	3.42	5.93	15	211
1355	4.06	4.58	5	318
1356	3.83	4.46	1	268
1357	4.08	4.81	2	282
1358	3.89	3.98	5	237
1359	3.56	5.24	6	286
1360	5.03	3.45	6	265
1361	3.8	5.18	11	267
1362	3.67	5.07	63	229
1363	3.33	5.7	52	271
1364	3.17	5.28	29	252
1365	4	5.01	53	255
1366	3.14	5.48	10	245
1367	2.19	5.86	23	218
1368	3.47	4.31	1	205
1369	4.57	5.73	196	218
1370	4.11	4.52	16	233
1371	4.14	5.49	42	250
1372	2.58	5.51	21	250
1373	3.94	3.5	1	221
1374	4.64	5.12	2	276
1375	3.86	4.18	30	285
1376	2.72	5.6	11	234
1377	2.92	5.4	13	265
1378	3.64	4.87	6	235
1379	6.03	2.72	1	243
1380	4.19	3.67	3	261
1381	2.78	5.36	4	267
1382	2.08	5.94	58	258
1383	2.28	5.96	41	238
1384	2.89	5.01	44	247
1385	4.67	3.98	1	284
1386	4.33	4.01	3	250
1387	2.22	5.94	22	323
1388	4.97	6.01	237	195
1389	1.72	5.78	4	240
1390	3.47	5.16	54	274
1391	3.08	5.44	47	245
1392	2.75	5.17	39	225
1393	5.97	3.61	1	305
1394	5.06	5.48	59	228
1395	3.69	4.02	2	287
1396	2.42	6.03	70	227
1397	5.36	2.59	1	242
1398	5.19	3.73	6	252
1399	3.94	4.86	9	206
1400	3	5.97	204	248
1401	5.58	2.3	1	265
1402	3.19	5.76	184	223
1403	4.56	4.49	19	260
1404	3.64	5.52	23	271
1405	5.58	4.22	3	220
1406	5.17	4.95	16	243
1407	3.53	4.77	7	217
1408	3.69	5.49	61	248
1409	2.92	5.25	19	212
1410	3.53	4.71	2	238
1411	3.89	5.18	182	234
1412	4.42	4.59	56	237
1413	3.81	5.14	30	257
1414	3.28	5.32	87	202
1415	1.86	6.12	6	298
1416	2.61	5.6	57	265
1417	5.31	4.1	4	213
1418	4.06	4.17	2	275
1419	2.5	5.76	143	237
1420	5.25	3.23	5	235
1421	2.92	5.19	30	255
1422	4.03	5.77	113	287
1423	3.11	5.34	6	261
1424	4.72	5.56	110	229
1425	4.89	4.59	4	258
1426	4.81	5.05	141	228
1427	3	5.48	105	238
1428	4.06	4.44	17	228
1429	3.29	5.58	10	215
1430	3.08	5.45	17	251
1431	3.61	4.05	9	205
1432	2.67	5.78	131	261
1433	2.83	5.22	5	264
1434	2.61	4.8	5	228
1435	6.39	3.02	3	255
1436	2.03	5.31	8	217
1437	2.97	5.25	15	228
1438	4.22	5.33	31	280
1439	3.22	5.22	40	232
1440	2.89	5.08	15	271
1441	3.25	5.73	136	266
1442	4.39	4.38	16	269
1443	3.08	4.57	4	251
1444	5.11	3.68	3	320
1445	4.81	6.32	131	231
1446	3.72	4.47	2	270
1447	4.19	5.55	98	246
1448	6.75	2.24	1	198
1449	4.17	5.9	161	227
1450	3.81	4.5	27	245
1451	6.31	3.3	13	254
1452	4.83	5.06	33	237
1453	4.64	5.05	22	219
1454	6.61	2.33	1	287
1455	4.11	5.68	93	241
1456	3.69	4.36	9	225
1457	4.61	5.67	34	277
1458	4.58	4.53	27	254
1459	2.78	5.37	45	235
1460	2.53	6.12	134	258
1461	1.81	6.35	112	221
1462	2.89	5.23	17	243
1463	2.06	6.27	8	250
1464	2.5	5.93	37	265
1465	4.17	5.34	102	270
1466	3.78	5.73	200	234
1467	3.22	5.83	51	172
1468	3.86	4.88	22	312
1469	4.72	4.88	30	261
1470	4.78	4.7	27	269
1471	3.08	5.31	10	227
1472	2.81	4.95	15	259
1473	4.28	4.43	7	312
1474	2.56	5.5	15	236
1475	3.42	4.44	7	252
1476	4.97	4.73	1	230
1477	4.64	5.01	36	277
1478	6.83	2.15	1	279
1479	4.61	5.88	416	260
1480	2.58	5.67	6	287
1481	3.63	4.63	4	248
1482	3.78	4.17	2	285
1483	4.19	5.23	40	234
1484	5.36	3.74	4	265
1485	2.22	5.67	18	256
1486	4.06	5.67	35	212
1487	3.92	5.14	60	252
1488	4.69	5.23	197	250
1489	2.47	5.99	80	190
1490	2.64	5.55	11	284
1491	4.36	4.6	21	239
1492	3.33	5.75	12	279
1493	4.54	4.94	12	213
1494	5.25	5.07	49	240
1495	2.83	5.21	20	249
1496	3.94	5.75	79	255
1497	4.86	4.65	31	245
1498	3.81	4.95	25	273
1499	4.86	5.11	60	252
1500	3.81	4.92	6	251
1501	3.86	4.99	10	248
1502	6.69	3.57	5	248
1503	5.57	5.34	129	187
1504	3.89	4.81	10	250
1505	4.69	3.61	1	256
1506	3.22	5.29	8	293
1507	4.08	4.74	6	231
1508	5.53	3.35	1	233
1509	3.47	6.03	515	197
1510	2.67	5.22	15	292
1511	3.94	5.24	42	305
1512	4.03	5.04	5	217
1513	2.64	5.48	42	287
1514	1.83	6.01	10	244
1515	2.94	5.86	16	265
1516	3.31	5.04	11	257
1517	4.03	4.4	19	235
1518	2.86	5.75	12	251
1519	3.28	4.93	22	235
1520	3.75	5.23	77	278
1521	3.66	5.58	19	237
1522	1.94	5.78	9	253
1523	4.5	4.73	10	277
1524	4.11	4.5	11	250
1525	3.86	5.01	13	250
1526	3	5.32	40	230
1527	4.83	5.39	9	239
1528	4.72	3.98	4	286
1529	4.08	4.71	3	298
1530	2.69	5.9	87	286
1531	3.53	4.63	13	232
1532	1.64	5.5	4	251
1533	3.83	5.14	38	251
1534	4.86	5.26	94	254
1535	3.86	5.08	31	261
1536	4.81	4.36	4	248
1537	4.89	5.02	38	244
1538	5.92	3.97	1	292
1539	5.56	4.95	16	262
1540	5.28	4.87	43	240
1541	3.64	4.94	3	235
1542	4.33	5.29	127	260
1543	5.36	3.72	20	219
1544	5.11	4.01	2	225
1545	4.33	5.09	134	233
1546	3.08	5.31	15	270
1547	3.67	4.56	20	254
1548	3.14	5.59	81	261
1549	4.58	4.9	22	254
1550	4.06	4.7	16	240
1551	3.22	5.9	134	224
1552	3.94	4.79	4	247
1553	3.28	4.85	8	219
1554	4	5.48	52	272
1555	2.29	6.36	140	295
1556	3.42	4.52	2	243
1557	3.5	4.9	3	259
1558	4.06	3.73	1	267
1559	2.33	5.83	233	260
1560	5.17	3.68	6	230
1561	4.19	4.29	5	244
1562	4.11	4.23	4	246
1563	3.83	5.67	200	259
1564	3.89	5.24	10	236
1565	4.92	3.87	2	321
1566	5.17	4.23	5	300
1567	3.06	5.11	8	236
1568	6.61	2.69	5	277
1569	5.22	4.51	17	242
1570	1.92	5.57	57	253
1571	5.03	3.8	1	269
1572	6.69	2.39	1	190
1573	5.75	2.51	1	212
1574	6.39	5.3	11	269
1575	4.42	5.59	121	230
1576	5.19	4.3	5	277
1577	4.39	3.96	2	210
1578	4.75	4.51	5	274
1579	3.53	4.94	6	290
1580	6.47	3.53	9	249
1581	3.31	4.84	51	193
1582	5.03	5.95	182	234
1583	4.11	5.13	103	229
1584	4.97	6.22	214	262
1585	4.06	5.48	47	245
1586	4.39	4.41	1	254
1587	5.25	4.21	2	272
1588	4.81	4.44	5	227
1589	4.94	3.9	3	245
1590	5.08	3.8	3	252
1591	4.36	4.8	14	237
1592	3.29	5.36	14	232
1593	4.42	3.69	2	225
1594	3.53	6.04	96	263
1595	5.39	3.57	5	225
1596	4.58	4.95	47	223
1597	4.81	3.34	4	256
1598	3.39	5.15	73	268
1599	4.33	5.52	200	217
1600	2.67	5.42	32	235
1601	4.64	5.33	85	248
1602	2.97	4.52	4	246
1603	2.69	5.91	10	217
1604	4.14	4.21	8	258
1605	5.31	3.75	2	203
1606	4.92	4.61	19	255
1607	4.36	5.34	4	268
1608	6.11	2.95	1	250
1609	3.51	4.83	28	239
1610	4	4.61	16	262
1611	6.36	3.61	10	209
1612	5.17	4.57	41	283
1613	4.23	5.11	27	278
1614	4.11	4.98	61	272
1615	5.5	3.7	1	262
1616	3.17	5.24	72	205
1617	4.25	4.11	4	252
1618	3.44	4.61	7	236
1619	5.11	4.69	30	236
1620	4.11	5.29	56	250
1621	3.11	5.6	13	290
1622	6.56	2.35	1	244
1623	2.75	5.96	226	238
1624	4.61	5.26	135	235
1625	4.86	5.67	75	238
1626	4.58	4.63	2	233
1627	4.28	5.39	56	257
1628	3.25	5.4	11	258
1629	2.06	6.25	100	288
1630	4.42	4.42	1	242
1631	2.72	3.81	1	240
1632	3.14	5.82	464	253
1633	4.92	4.49	4	264
1634	3.74	3.68	5	252
1635	1.86	6.32	37	214
1636	3.54	5.77	35	286
1637	1.53	6.41	442	221
1638	5.78	4.36	2	220
1639	3.31	4.94	14	279
1640	3.89	5.25	46	284
1641	3.75	5.17	42	248
1642	2.92	6.23	69	262
1643	3.14	5.07	32	276
1644	3.56	4.55	14	238
1645	3.42	5.29	50	226
1646	3.42	5.63	235	236
1647	3.11	3.5	1	266
1648	5.42	3.3	4	252
1649	3.86	5.1	9	254
1650	3.97	4.76	19	240
1651	3.64	4.23	3	263
1652	2.56	5.5	12	276
1653	3.53	4.12	2	272
1654	2.89	5.92	309	201
1655	4.14	3.2	1	225
1656	3.53	4.38	4	249
1657	4.26	4.85	26	244
1658	3.5	3.88	1	187
1659	4.22	4.05	11	233
1660	3.86	4.25	9	244
1661	2.69	5.82	55	227
1662	2.31	6.21	119	259
1663	4.03	5.7	72	223
1664	2.36	6.15	83	207
1665	4.75	5.1	44	251
1666	2.58	4.74	5	251
1667	4.72	4.96	28	261
1668	4.61	3.59	5	246
1669	2.58	6.23	224	284
1670	3.39	5.3	67	237
1671	2.69	5.74	55	267
1672	3.81	4.23	2	273
1673	2.47	5.4	10	241
1674	3.08	5.87	30	255
1675	2.53	4.98	4	273
1676	3.69	5.42	94	222
1677	3.72	4.74	28	228
1678	3.69	5.16	8	228
1679	2.56	6.3	117	249
1680	2.44	6	129	263
1681	3.63	4.64	4	235
1682	3.08	5.22	35	227
1683	2.69	6.01	660	252
1684	3.78	3.33	2	253
1685	6.17	2.14	2	266
1686	4.31	5.51	82	217
1687	6.94	1.36	1	268
1688	4.78	4.56	11	241
1689	5.83	4.72	2	241
