ItemID	NB	UP	MeanResp
1327	1	101	0.125
1328	12	103	0.1875
1329	9	136	0.25
1330	6	375	0.125
1331	10	9	0.125
1332	6	25	0.3125
1333	7	103	0.125
1334	12	103	0.625
1335	2	425	0.1875
1336	17	1	0.625
1337	6	9	0.1875
1338	12	152	0.625
1339	2	425	0.125
1340	7	180	0.0625
1341	32	103	0.6875
1342	8	49	0.375
1343	1	45	0.1875
1344	8	135	0.125
1345	8	16	0.25
1346	8	11	0.125
1347	8	12	0.0625
1348	1	135	0.125
1349	2	403	0.125
1350	4	403	0.1875
1351	1	103	0.125
1352	9	12	0.0625
1353	10	136	0.5
1354	2	16	0.25
1355	24	375	0.125
1356	17	425	0.125
1357	1	9	0.0625
1358	3	375	0.1875
1359	6	49	0.25
1360	7	45	0.1875
1361	7	101	0.4375
1362	12	403	0.25
1363	1	101	0.125
1364	2	403	0.1875
1365	15	16	0.375
1366	7	136	0.466666667
1367	12	16	0.4375
1368	8	136	0.5625
1369	11	135	0.5625
1370	8	425	0.1875
1372	23	49	0.4375
1373	1	180	0
1374	2	202	0.0625
1375	11	9	0.375
1376	4	103	0.125
1377	29	49	0.6875
1378	24	9	0.3125
1379	10	45	0.25
1380	20	12	0.1875
1381	1	1	0.1875
1382	4	136	0.125
1383	6	49	0.125
1384	1	16	0.0625
1385	1	103	0.125
1386	3	103	0.125
1387	30	9	0.75
1388	9	1	0.0625
1389	14	202	0.375
1390	1	152	0.1875
1391	16	23	0.375
1392	4	12	0.125
1393	32	101	0.3125
1394	8	1	0.1875
1395	17	44	0.3125
1396	18	180	0.25
1397	3	403	0.25
1398	0	25	0.25
1399	8	1	0.125
1400	2	152	0.375
1401	6	135	0.375
1402	2	16	0.125
1403	7	152	0.3125
1404	7	44	0.1875
1405	11	101	0.25
1406	0	45	0.125
1408	6	16	0.266666667
1409	17	103	0.375
1410	3	103	0.1875
1411	1	180	0.0625
1412	17	45	0.125
1413	9	49	0.25
1414	1	180	0.125
1416	21	403	0.4375
1417	3	202	0.25
1418	0	11	0.125
1419	8	375	0.25
1420	1	101	0.125
1421	4	375	0.3125
1422	25	180	0.375
1423	1	1	0.125
1424	0	16	0.125
1425	17	49	0.375
1426	3	23	0.0625
1427	5	12	0.0625
1428	7	375	0.4375
1429	24	44	0.4375
1430	8	45	0.1875
1431	3	25	0.0625
1432	7	44	0.3125
1433	6	9	0.125
1434	4	202	0.125
1435	20	1	0.3125
1436	11	403	0.0625
1437	18	9	0.0625
1438	11	180	0.125
1439	12	403	0.25
1440	12	425	0.4375
1441	20	11	0.3125
1442	2	12	0.125
1443	6	425	0.125
1444	5	375	0.25
1445	8	202	0.0625
1446	1	12	0.0625
1447	1	11	0.1875
1448	8	136	0.0625
1449	5	180	0.125
1450	16	202	0.625
1451	1	152	0.0625
1452	1	101	0.125
1453	9	152	0.1875
1454	11	375	0.375
1455	8	103	0.3125
1456	15	375	0.1875
1457	0	135	0.1875
1458	15	180	0.25
1459	17	202	0.375
1460	1	9	0.3125
1461	12	16	0.5625
1462	20	136	0.466666667
1463	9	202	0.3125
1464	12	9	0.1875
1465	2	11	0.1875
1466	11	152	0.375
1467	19	16	0.25
1469	1	375	0.0625
1470	20	25	0.3125
1471	9	49	0.25
1472	0	25	0.0625
1473	6	1	0.25
1474	1	12	0.133333333
1475	1	44	0.0625
1476	8	202	0.375
1477	5	11	0.125
1478	8	12	0.333333333
1479	6	16	0.125
1480	5	25	0
1481	6	135	0.1875
1482	3	9	0.25
1483	3	375	0.0625
1484	1	101	0.125
1486	1	23	0.1875
1487	4	136	0.25
1488	7	135	0.125
1489	0	180	0.066666667
1490	9	16	0.125
1491	7	103	0.5
1492	10	101	0.25
1493	4	44	0.1875
1494	4	45	0.2
1495	7	202	0.3125
1496	12	180	0.375
1497	5	45	0.0625
1498	10	202	0.3125
1499	0	180	0
1500	1	180	0.125
1501	0	25	0.125
1502	0	375	0.1875
1503	12	16	0.25
1504	2	403	0.3125
1505	18	9	0.25
1506	5	180	0.125
1507	9	25	0.6875
1508	1	375	0.066666667
1509	14	101	0.5625
1510	1	180	0.1875
1511	8	136	0.375
1512	10	44	0.3125
1513	14	11	0.25
1514	8	1	0.125
1515	1	180	0.0625
1516	2	103	0.0625
1517	4	49	0.2
1518	2	44	0.3125
1519	10	403	0.3125
1520	22	135	0.133333333
1521	18	136	0.375
1522	2	9	0.0625
1523	29	49	0.4375
1524	7	25	0.1875
1525	11	49	0.3125
1526	1	103	0.1875
1527	5	12	0.25
1528	15	49	0.4375
1529	0	16	0.0625
1530	8	1	0.125
1531	1	44	0.25
1532	4	403	0.0625
1533	13	12	0.3125
1534	5	11	0.125
1535	7	45	0.25
1536	5	202	0.1875
1537	21	425	0.5
1538	1	9	0.125
1539	6	202	0.4375
1540	14	12	0.1875
1541	1	9	0.1875
1542	24	202	0.5
1543	4	136	0.1875
1544	6	9	0.1875
1545	14	180	0.25
1546	1	101	0.25
1547	14	45	0.375
1548	1	180	0.133333333
1549	12	49	0.375
1550	17	23	0.125
1551	16	101	0.5625
1552	1	375	0.0625
1553	2	101	0.0625
1554	8	9	0.125
1555	7	136	0.25
1556	13	1	0.0625
1557	17	101	0.5625
1558	1	135	0.125
1559	12	25	0.25
1560	1	180	0.125
1562	5	180	0.125
1563	9	12	0.0625
1564	1	152	0.0625
1565	0	375	0.0625
1566	14	9	0.125
1567	2	9	0.0625
1568	13	101	0.375
1569	0	23	0.25
1570	1	25	0.125
1571	6	49	0.125
1572	13	16	0.3125
1573	8	11	0.125
1574	0	23	0.0625
1575	16	403	0.125
1576	10	25	0.5625
1577	28	44	0.4375
1578	1	45	0.125
1579	8	180	0.1875
1580	5	9	0.25
1581	5	103	0.25
1582	20	9	0.3125
1584	9	44	0.125
1585	1	180	0.0625
1586	29	101	0.5
1587	5	9	0.125
1588	7	23	0.4375
1589	4	136	0.25
1590	1	25	0.1875
1591	14	101	0.466666667
1592	22	11	0.25
1593	1	16	0.066666667
1594	0	45	0.0625
1595	2	425	0.25
1596	4	180	0.125
1597	0	425	0
1598	9	425	0
1599	7	202	0.375
1601	5	135	0.25
1602	5	136	0.1875
1603	17	202	0.3125
1604	14	425	0.4375
1605	10	101	0.5
1606	7	425	0.375
1607	1	44	0.25
1608	7	44	0.3125
1609	0	375	0.0625
1610	11	9	0.1875
1611	2	12	0.1875
1612	25	180	0.3125
1614	4	49	0.1875
1616	21	23	0.375
1617	1	101	0.1875
1618	10	44	0.4375
1619	5	103	0.25
1620	4	375	0.3125
1621	12	103	0.3125
1622	5	12	0.0625
1623	14	11	0.375
1624	9	44	0.3125
1625	6	152	0.3125
1626	1	135	0.1875
1627	10	425	0.5625
1628	0	1	0.125
1629	7	23	0.3125
1630	18	135	0.375
1631	11	403	0.375
1632	12	9	0.5
1633	24	16	0.0625
1634	1	375	0.125
1635	0	180	0.0625
1636	9	12	0.0625
1638	14	375	0.5625
1639	3	425	0.375
1640	17	375	0.3125
1641	20	136	0.5
1642	0	135	0.1875
1643	14	12	0.25
1644	1	16	0.1875
1645	5	25	0.1875
1646	19	403	0.5625
1647	6	25	0.0625
1648	9	180	0.25
1649	7	49	0.3125
1650	1	403	0.0625
1651	5	25	0.3125
1652	3	136	0.125
1653	5	425	0.0625
1654	5	1	0.25
1655	0	25	0.1875
1656	13	152	0.25
1657	6	9	0.25
1658	6	49	0.25
1660	1	135	0.125
1661	21	152	0.625
1662	14	202	0.4375
1663	20	25	0.5
1664	4	9	0.25
1665	20	44	0.125
1666	22	12	0.125
1667	12	49	0.5
1668	9	135	0.1875
1669	11	103	0.4375
1670	2	23	0.25
1671	1	101	0.125
1672	7	9	0.25
1673	7	136	0.1875
1674	11	49	0.375
1675	17	136	0.1875
1676	1	103	0.1875
1677	6	45	0.25
1678	2	11	0.25
1679	6	11	0.3125
1680	14	49	0.625
1681	1	44	0.0625
1682	3	9	0.125
1683	24	152	0.5625
1684	1	11	0.1875
1685	12	9	0.3125
1686	2	12	0.1875
1687	2	11	0.1875
1688	8	23	0.25
1689	9	9	0.1875
1690	1	1	0.133333333
1691	14	45	0.1875
1692	4	180	0.1875
1693	6	25	0.25
1694	18	9	0.4375
1695	3	11	0.125
1696	1	180	0.125
1697	0	135	0.1875
1698	2	202	0.25
1699	1	425	0.125
1700	15	44	0.0625
1701	19	9	0.5
1702	9	23	0.375
1703	12	16	0.25
1704	5	135	0.3125
1705	4	11	0.1875
1706	5	152	0.1875
1707	8	44	0.0625
1708	3	16	0.125
1709	9	103	0.25
1710	14	135	0.5625
1711	2	136	0.125
1712	7	23	0.375
1713	21	25	0.3125
1714	14	180	0.1875
1715	15	103	0.125
1716	2	23	0.0625
1717	5	101	0.125
1718	5	375	0.4375
1719	10	403	0.125
1720	0	101	0.0625
1721	1	45	0.1875
1722	0	425	0.0625
1723	0	9	0.1875
1724	6	12	0.0625
1725	12	9	0.125
1726	5	135	0.0625
1727	1	23	0.0625
1728	1	25	0.1875
1729	8	9	0.1875
1730	2	403	0.25
1731	6	425	0.3125
1732	1	101	0.1875
1733	22	180	0.25
1734	6	1	0.3125
1735	1	101	0.0625
1736	3	180	0.1875
1737	1	44	0.125
1738	18	12	0.25
1739	18	135	0.5
1740	11	9	0.0625
1741	1	25	0.0625
1742	9	9	0.375
1743	10	12	0.1875
1745	1	45	0.1875
1746	0	12	0.0625
1747	7	16	0.285714286
1748	1	135	0.0625
1749	12	23	0.3125
1750	3	425	0.25
1751	11	23	0.1875
1752	15	44	0.5625
1753	21	11	0.1875
1754	7	9	0.375
1755	2	49	0.125
1756	16	375	0.4375
1757	12	425	0.3125
1758	33	25	0.4375
1759	7	23	0.1875
1760	3	135	0.3125
1761	15	425	0.3125
1763	2	375	0.1875
1764	0	9	0.125
1765	1	103	0.125
1766	6	101	0.4375
1767	2	135	0.3125
1768	11	23	0.3125
1769	19	375	0.25
1770	1	44	0.125
1771	22	23	0.125
1772	22	23	0.25
1773	1	152	0.125
1774	17	375	0.25
1775	6	425	0.125
1776	3	101	0.4375
1777	2	403	0.0625
1778	15	180	0.1875
1779	9	103	0.3125
1780	4	403	0.125
1781	22	9	0.1875
1782	1	135	0.1875
1783	2	403	0.1875
1784	13	403	0.5
1785	11	12	0.333333333
1786	14	135	0.5625
1787	10	44	0.3125
1788	1	135	0.0625
1789	9	101	0.375
1790	14	136	0.5
1791	1	45	0.125
1792	21	1	0.5
1793	2	180	0.25
1794	3	9	0.125
1795	11	103	0.125
1796	1	16	0.125
1797	8	9	0.3125
1798	5	45	0.25
1799	4	152	0.4375
1800	1	44	0.125
1801	7	135	0.133333333
1802	2	375	0.1875
1803	16	12	0.25
1804	0	180	0.1875
1805	11	375	0.5
1807	6	375	0.125
1808	15	45	0.466666667
1809	24	9	0.1875
1810	2	375	0.25
1811	11	425	0.4375
1812	8	12	0.3125
1813	2	375	0.1875
1814	2	103	0.1875
1815	20	12	0.125
1816	8	136	0.5625
1817	0	9	0.0625
1818	3	101	0.25
1819	15	11	0.4375
1820	16	103	0.4375
1821	7	180	0.25
1822	1	103	0.1875
1823	2	202	0
1824	5	403	0.3125
1825	12	202	0.375
1826	11	103	0.125
1827	0	16	0.1875
1828	3	152	0.25
1829	14	25	0.1875
1830	2	103	0.125
1831	5	25	0.3125
1832	3	103	0.0625
1833	18	1	0.25
1834	3	103	0.0625
1835	13	1	0.3125
1836	6	49	0.375
1837	14	180	0.25
1838	12	16	0.3125
1839	4	180	0.125
1840	1	135	0
1841	23	23	0.625
1842	5	45	0.375
1843	18	1	0.1875
1844	1	103	0.0625
1845	7	9	0.1875
1846	1	45	0.125
1847	4	425	0.375
1848	3	101	0.3125
1849	1	101	0.125
1850	8	103	0.3125
1851	8	136	0.1875
1852	15	375	0.375
1853	2	23	0.1875
1854	1	103	0.133333333
1855	6	9	0.1875
1856	23	9	0.4375
1857	1	44	0.125
1858	1	44	0.125
1859	10	44	0.4375
1860	1	45	0.1875
1861	0	403	0.1875
1862	1	103	0.0625
1863	15	375	0.375
1864	16	180	0.4375
1865	13	49	0.5
1866	4	45	0.1875
1867	7	152	0.25
1868	2	101	0.3125
1869	9	425	0.4375
1870	2	403	0.0625
1871	4	9	0.142857143
1872	3	103	0.3125
1873	1	375	0.1875
1874	1	25	0.25
1875	4	101	0.25
1876	10	152	0.375
1877	10	49	0.375
1878	0	375	0.1875
1879	9	12	0.125
1880	9	136	0.1875
1881	10	44	0.25
1882	1	9	0.25
1883	5	1	0.1875
1884	22	11	0.25
1885	8	25	0.4375
1886	4	9	0
1887	2	23	0.125
1888	4	375	0.25
1889	12	11	0.125
1890	0	180	0.0625
1892	18	44	0.125
1893	8	9	0.0625
1894	10	25	0.1875
1895	9	11	0.3125
1896	12	425	0.5
1897	1	135	0.25
1898	1	16	0.25
1899	1	12	0.0625
1900	1	9	0.1875
1901	11	1	0.25
1902	2	12	0.1875
1903	5	180	0.3125
1904	4	180	0.3125
1905	12	152	0.3125
1906	8	23	0.25
1907	9	11	0.1875
1908	6	25	0.3125
1909	6	45	0.25
1910	13	425	0.125
1911	0	375	0.1875
1912	16	11	0.125
1913	0	9	0.0625
1914	4	180	0.0625
1915	18	1	0.1875
1916	8	180	0.125
1917	5	23	0.375
1918	4	136	0.375
1919	12	49	0.3125
1921	11	403	0.125
1922	15	12	0.125
1923	19	136	0.375
1924	2	425	0.1875
1925	10	11	0.1875
1926	2	23	0.1875
1927	12	375	0.1875
1928	17	12	0.3125
1929	19	44	0.5625
1930	17	403	0.375
1931	6	16	0.1875
1932	2	403	0.25
1933	3	135	0.1875
1934	8	403	0.5625
1935	8	11	0.125
1936	6	136	0.3125
1937	7	45	0.375
1938	21	136	0.5
1939	19	11	0.1875
1940	1	180	0
1941	5	425	0.3125
1942	8	23	0.3125
1943	5	9	0.3125
1944	4	44	0.25
1945	1	103	0.133333333
1946	8	9	0.4375
1947	1	9	0
1948	14	44	0.25
1949	0	152	0.1875
1950	3	16	0.1875
1951	1	135	0.1875
1952	21	403	0.3125
1953	11	403	0.25
1954	3	375	0.25
1955	19	25	0.0625
1956	7	375	0.125
1957	6	135	0.5
1958	7	9	0.0625
1959	19	12	0.0625
1960	8	136	0.3125
1961	13	23	0.5625
1962	2	1	0.125
1963	1	101	0.25
1964	4	9	0.25
1965	11	45	0.125
1966	19	103	0.375
1967	0	11	0.0625
1968	4	152	0.125
1969	11	180	0.4375
1970	12	45	0.4375
1971	2	9	0.1875
1972	5	25	0.375
1974	11	9	0.375
1975	18	11	0.0625
1976	5	136	0.1875
1977	9	1	0.1875
1978	19	11	0.1875
1979	6	25	0.25
1980	4	101	0.0625
1981	12	136	0.375
1982	7	11	0.0625
1983	9	45	0.25
1984	6	23	0.1875
1985	8	1	0.125
1987	6	23	0.3125
1988	0	25	0.25
1989	15	425	0.5625
1990	17	425	0.0625
1991	3	1	0.125
1992	6	1	0.1875
1993	25	12	0.25
1994	1	403	0.25
1995	8	1	0.25
1996	8	1	0.133333333
1997	2	101	0.25
1998	16	103	0.5625
1999	1	103	0.125
2000	9	16	0.25
2001	17	101	0.25
2002	8	425	0.3125
2003	18	152	0.6875
2004	22	1	0.1875
2005	2	101	0.25
2006	7	9	0.125
2007	2	375	0.4375
2008	6	425	0.25
2009	6	9	0.1875
2010	4	202	0.3125
2011	15	11	0.125
2012	4	9	0.1875
2013	22	103	0.4375
2014	1	25	0.1875
2015	2	12	0.1875
2016	14	136	0.5
2017	2	44	0.25
2018	0	9	0.1875
2019	13	23	0.1875
2020	4	403	0.4375
2021	7	9	0.3125
2023	17	9	0.3125
2024	3	1	0.125
2025	11	202	0.4375
2026	9	180	0.3125
2027	16	44	0.3125
2028	5	11	0.125
2029	0	25	0.125
2030	11	16	0.1875
2031	15	403	0.375
2032	17	11	0.25
2033	14	135	0.375
2034	0	49	0
2035	6	11	0.1875
2036	0	375	0.125
2037	14	11	0.25
2038	1	135	0.066666667
2039	12	101	0.3125
2040	1	403	0.0625
2041	1	152	0.25
2042	15	425	0.4375
2043	24	9	0.1875
2044	16	25	0.4375
2045	1	44	0.125
2046	8	202	0.25
2047	5	25	0.1875
2048	8	12	0.1875
2049	5	152	0.25
2050	1	23	0.0625
2051	4	136	0.25
2052	6	16	0.25
2053	1	45	0.25
2054	6	135	0.4375
2055	26	45	0.5625
2058	14	202	0.375
2059	1	45	0.25
2060	1	152	0.25
2061	14	136	0.5625
2062	4	9	0.125
2063	20	23	0.375
2064	10	49	0.3125
2065	7	9	0.4375
2066	4	49	0.25
2067	17	375	0.5625
2068	22	12	0.1875
2069	8	9	0.375
2070	17	45	0.4375
2071	11	25	0.25
2072	13	49	0.5
2073	1	202	0.1875
2074	12	103	0.625
2075	12	152	0.5625
2076	4	136	0.3125
2077	9	202	0.1875
2078	21	9	0.3125
2079	2	152	0.3125
2080	7	9	0.125
2081	1	403	0.1875
2082	13	152	0.5
2083	8	136	0.25
2084	7	12	0.3125
2085	3	202	0.1875
2086	10	101	0.3125
2087	3	202	0.25
2088	0	11	0.0625
2089	7	403	0.5
2090	20	180	0.25
2091	2	101	0.1875
2092	5	11	0.25
2093	4	12	0.125
2094	1	45	0.1875
2095	26	23	0.625
2096	1	375	0.3125
2097	0	9	0.1875
2098	1	44	0.125
2099	1	180	0.1875
2100	7	180	0.125
2101	10	44	0.375
2102	1	9	0.1875
2103	14	101	0.625
2104	23	9	0.3125
2105	11	152	0.625
2106	7	1	0.3125
2107	2	25	0.125
2108	0	180	0.0625
2109	11	12	0.25
2110	1	16	0.125
2111	4	180	0.0625
2112	5	25	0.3125
2113	15	9	0.4375
2114	8	403	0.375
2115	9	403	0.25
2116	1	49	0
2117	15	101	0.3125
2118	5	103	0.1875
2119	8	11	0.125
2120	16	25	0.4375
2121	19	1	0.0625
2122	12	49	0.1875
2123	22	25	0.125
2124	1	16	0.0625
2125	1	375	0.125
2126	5	9	0.4375
2127	4	202	0.25
2128	1	9	0.125
2129	11	425	0.25
2130	20	1	0.125
2131	20	45	0.5
2132	8	136	0.5625
2134	5	11	0.1875
2135	11	45	0.125
2136	5	11	0.1875
2137	18	9	0.0625
2138	10	152	0.1875
2139	14	425	0.4375
2140	1	11	0.3125
2141	4	425	0.3125
2142	14	12	0.5
2143	10	425	0.375
2144	27	135	0.4375
2145	17	101	0.5625
2146	11	9	0.25
2147	12	425	0.25
2148	0	9	0.125
2149	7	425	0.375
2150	1	9	0.125
2151	2	403	0.3125
2152	4	16	0.1875
2153	8	375	0.5
2154	12	403	0.5625
2155	17	135	0.1875
2156	0	16	0.25
2157	9	44	0.25
2158	11	44	0.1875
2159	12	16	0.125
2160	1	375	0.0625
2161	15	44	0.5
2162	28	202	0.625
2163	17	375	0.5625
2164	5	1	0.0625
2165	1	135	0.1875
2166	1	425	0.1875
2167	14	180	0.3125
2168	16	23	0.25
2169	3	202	0.333333333
2170	3	16	0.1875
2171	3	136	0.375
2172	7	44	0.1875
2173	1	45	0.1875
2174	5	135	0.25
2175	1	45	0.25
2176	10	152	0.5
2177	2	375	0.1875
2178	10	49	0.4375
2179	4	202	0.25
2180	1	9	0.1875
2181	3	12	0.0625
2182	17	1	0.25
2183	2	25	0.1875
2184	0	135	0.1875
2185	9	375	0.3125
2186	6	375	0.5
2187	14	375	0.3125
2188	2	49	0.1875
2189	1	49	0.1875
2190	12	403	0.625
2191	1	103	0.125
2192	4	136	0.25
2193	6	44	0.3125
2194	9	25	0.1875
2195	10	152	0.375
2196	13	25	0.1875
2197	10	1	0.1875
2198	12	403	0.625
2199	12	101	0.5625
2201	6	425	0.1875
2202	1	16	0.1875
2203	12	136	0.1875
2204	6	44	0.1875
2205	16	1	0.125
2206	2	375	0.125
2207	4	9	0.25
2208	11	12	0.4375
2209	20	1	0.3125
2210	7	1	0.1875
2211	15	12	0.375
2212	1	180	0.25
2213	10	135	0.25
2214	21	202	0.625
2215	13	25	0.4375
2216	27	180	0.3125
2217	35	135	0.6875
2218	2	202	0.1875
2219	7	23	0.375
2220	4	9	0.25
2221	12	425	0.3125
2222	5	9	0.125
2223	9	49	0.3125
2224	29	45	0.5625
2225	15	49	0.5
2226	11	135	0.375
2227	14	152	0.625
2228	8	44	0.25
2229	4	9	0.1875
2230	6	9	0.3125
2231	16	152	0.4375
2232	17	25	0.1875
2233	22	403	0.5625
2234	19	103	0.3125
2235	8	101	0.625
2236	16	136	0.5
2237	23	25	0.5
2238	14	425	0.1875
2239	16	152	0.5
2240	6	135	0.1875
2241	10	16	0.25
2242	15	136	0.3125
2243	4	9	0.1875
2244	11	152	0.375
2245	19	103	0.6875
2246	2	1	0.3125
2247	8	9	0.1875
2248	6	425	0.3125
2249	15	44	0.1875
2250	9	1	0.1875
2251	6	180	0.25
2252	1	9	0.125
2253	10	101	0.3125
2254	16	202	0.25
2255	5	202	0.125
2256	16	45	0.1875
2257	9	375	0.5625
2258	14	45	0.0625
2259	2	152	0.125
2260	8	25	0.3125
2261	0	180	0
2262	1	25	0.125
2263	0	180	0
2264	1	9	0.125
2265	3	136	0.25
2266	1	9	0.125
2267	4	49	0.125
2268	12	9	0.3125
2269	4	136	0.125
2270	16	44	0.5
2271	26	49	0.4375
2272	1	45	0.125
2273	8	180	0.125
2274	10	9	0.125
2275	2	9	0.3125
2276	5	9	0.125
2277	0	12	0.125
2278	17	16	0.5
2279	10	180	0.25
2280	12	103	0.375
2281	1	425	0.0625
2282	19	9	0.5
2283	5	49	0.1875
2284	18	9	0.375
2285	14	25	0.3125
2286	9	1	0.125
2287	12	375	0.375
2288	6	25	0.375
2289	3	135	0.1875
2290	4	135	0.375
2291	6	136	0.25
2292	7	23	0.25
2293	3	9	0.375
2294	1	25	0.125
2295	5	135	0.125
2296	1	45	0.1875
2297	2	1	0.1875
2298	1	16	0.0625
2299	21	202	0.625
2300	14	425	0.1875
2301	6	202	0.4
2302	9	11	0.0625
2303	1	375	0.0625
2304	9	45	0.3125
2305	1	425	0.125
2306	19	12	0.25
2307	0	180	0.0625
2308	1	11	0.3125
2309	0	135	0.1875
2310	1	135	0.125
2311	21	23	0.625
2312	2	103	0.125
2313	1	25	0.0625
2314	27	375	0.375
2315	0	180	0.0625
2316	0	1	0.125
2318	9	11	0.0625
2319	22	9	0.6875
2320	25	136	0.625
2321	0	49	0.1875
2322	5	101	0.375
2323	21	49	0.3125
2324	5	45	0.5
2325	16	25	0.1875
2326	0	180	0.0625
2327	2	9	0.375
2328	4	180	0.125
2329	2	23	0.3125
2330	0	101	0.1875
2331	9	403	0.1875
2332	10	202	0.8
2333	9	11	0.0625
2334	1	9	0.3125
2335	10	23	0.3125
2336	16	9	0.125
2337	2	202	0.0625
2338	7	49	0.375
2339	1	403	0.25
2340	1	49	0.125
2341	9	11	0.125
2342	7	103	0.375
2343	2	152	0.125
2344	17	12	0.125
2345	1	403	0.125
2346	1	25	0.25
2347	4	136	0.3125
2348	0	103	0.125
2349	13	1	0.1875
2350	12	11	0.0625
2351	27	25	0.625
2352	17	202	0.4375
2353	2	45	0.1875
2354	11	425	0.375
2355	8	12	0.125
2356	0	180	0.0625
2357	3	135	0.4375
2358	10	403	0.3125
2359	1	44	0.3125
2360	1	49	0.25
2361	14	101	0.4375
2362	12	103	0.3125
2363	6	49	0.1875
2364	18	136	0.5625
2365	1	425	0.125
2366	2	425	0.125
2367	2	103	0.25
2368	12	403	0.4375
2369	0	49	0.3125
2370	13	16	0.375
2371	21	1	0.3125
2372	23	180	0.4375
2373	0	9	0
2374	1	1	0.1875
2375	13	1	0.125
2376	1	45	0.1875
2377	1	103	0.25
2378	0	45	0.1875
2379	4	136	0.25
2380	6	25	0.1875
2381	9	16	0.1875
2382	15	425	0.4375
2383	8	16	0.1875
2384	1	25	0.1875
2385	5	9	0.3125
2386	18	16	0.1875
2387	9	12	0.1875
2388	17	12	0.3125
2389	5	11	0.0625
2390	0	103	0.1875
2391	1	12	0.375
2392	9	45	0.1875
2393	1	425	0.25
2394	0	45	0.125
2395	10	375	0.625
2396	1	25	0.1875
2397	7	45	0.3125
2398	8	9	0.1875
2399	10	44	0.5
2400	20	1	0.25
2401	9	135	0.25
2402	11	375	0.25
2403	13	135	0.4375
2404	17	103	0.3125
2405	6	136	0.3125
2406	2	12	0.1875
2407	7	152	0.3125
2408	23	202	0.4375
2409	5	23	0.4375
2410	6	403	0.125
2412	1	403	0.25
2413	11	44	0.25
2414	1	425	0.0625
2415	13	1	0.25
2416	5	23	0
2417	9	1	0.125
2418	22	136	0.5
2419	22	12	0.1875
2420	10	12	0.25
2421	5	152	0.5625
2422	9	25	0.4375
2423	5	202	0.3125
2424	4	16	0.125
2425	0	16	0.1875
2426	2	23	0.25
2427	21	9	0.5625
2428	12	45	0.375
2429	1	180	0.1875
2430	8	11	0.0625
2431	4	135	0.375
2432	4	9	0.1875
2433	10	136	0.1875
2434	8	25	0.4375
2435	20	12	0.1875
2437	1	49	0.125
2438	13	202	0.5
2439	13	45	0.5625
2440	13	375	0.125
2441	2	202	0.125
2442	10	49	0.3125
2443	1	101	0.125
2444	2	45	0.1875
2445	22	1	0.25
2446	0	9	0.125
2447	1	45	0.125
2448	6	11	0.125
2449	2	9	0.25
2450	9	49	0.1875
2451	3	11	0.0625
2452	1	44	0.1875
2453	11	152	0.1875
2454	1	25	0.0625
2455	6	103	0.625
2456	9	103	0.3125
2457	1	103	0.1875
2458	5	101	0.4375
2459	16	403	0.125
2460	0	152	0
2461	18	101	0.4375
2462	6	101	0.3125
2463	1	101	0.3125
2464	3	152	0.1875
2465	12	16	0.25
2466	3	425	0.1875
2467	12	44	0.25
2468	11	1	0.266666667
2469	16	135	0.5
2470	1	403	0.125
2471	3	1	0.125
2472	5	136	0.1875
2474	12	25	0.3125
2475	10	49	0.5
2476	6	44	0.375
2477	4	136	0.0625
2479	1	49	0.125
2480	11	103	0.5
2481	8	101	0.4375
2482	1	25	0.125
2483	9	103	0.1875
2484	0	23	0.1875
2485	1	45	0.1875
2486	1	152	0.1875
2488	9	23	0.125
2489	12	44	0.4375
2490	6	403	0.4375
2491	6	12	0.0625
2492	12	44	0.1875
2493	0	23	0.125
2494	4	101	0.5625
2495	7	49	0.25
2496	5	403	0.1875
2497	22	45	0.6875
2498	7	135	0.25
2499	0	180	0
2500	10	16	0.4375
2501	7	1	0.1875
2502	13	403	0.375
2503	1	152	0.25
2504	19	25	0.25
2505	0	1	0.1875
2506	19	103	0.25
2507	15	152	0.25
2508	8	25	0.25
2509	7	403	0.375
2510	1	16	0.125
2511	32	45	0.5625
2512	1	135	0.0625
2513	10	23	0.4375
2514	13	44	0.125
2515	2	135	0.266666667
2516	8	136	0.1875
2517	4	152	0.1875
2518	16	11	0.1875
2519	18	16	0.375
2520	15	202	0.3125
2521	1	403	0.25
2522	2	16	0.1875
2523	19	135	0.625
2524	6	180	0.25
2525	8	9	0.1875
2526	2	403	0.25
2527	5	11	0.25
2528	4	135	0.3125
2529	10	25	0.1875
2530	9	135	0.6875
2531	7	202	0.125
2532	17	9	0.4375
2533	8	1	0
2534	12	1	0.25
2535	2	44	0.0625
2536	14	136	0.3125
2537	1	44	0.0625
2538	1	135	0.25
2540	4	425	0.125
2541	1	49	0.1875
2542	4	180	0.125
2543	1	101	0.3125
2544	3	101	0.1875
2546	18	45	0.5625
2547	2	16	0.1875
2548	17	1	0.3125
2549	6	180	0.25
2550	6	1	0.125
2551	10	9	0.375
2552	6	45	0.25
2553	7	9	0.25
2555	4	23	0.125
2557	1	9	0.25
2558	6	11	0.125
2559	0	11	0.0625
2561	6	45	0.25
2562	14	152	0.5625
2563	3	1	0.125
2565	11	101	0.5
2566	1	9	0.0625
2567	8	1	0.375
2568	16	103	0.375
2569	8	403	0.5
2571	19	9	0.4375
2572	21	45	0.375
2573	6	12	0.1875
2574	1	180	0.1875
2575	12	152	0.5625
2576	18	16	0.1875
2577	2	23	0.25
